short_name,name,lat,lon
4199.12,Carlton Ave & Dean St,40.6809741,-73.9710097
8191.01,Broadway & W 165 St,40.839137,-73.941409
6626.01,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
6255.02,49 Ave & 108 St,40.74535,-73.8558
6700.01,W 52 St & 5 Ave,40.75992262,-73.97648516
7803.02,E 138 St & Park Ave,40.81263616769319,-73.92924964427948
6621.06,31 Ave & 57 St,40.757357,-73.904726
5303.08,Canal St & Rutgers St,40.71427487,-73.98990025
7888.10,Dawson St & Intervale Ave,40.819999,-73.897263
8160.03,Sheridan Ave & E 168 St,40.835334,-73.9154
8036.05,Morris Ave & E 163 St,40.827230499624726,-73.91765579597632
8485.01,E 188 St & Hughes Ave,40.8561,-73.88625
8586.09,Jerome Ave & W Fordham Rd,40.86294,-73.90108
5666.04,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117
3022.01,Cortelyou Rd & E 19 St,40.64269,-73.96099
5267.08,Grand St & Havemeyer St,40.71286844,-73.95698119
6560.01,Broadway & W 41 St,40.75513557,-73.98658032
6798.01,34 Ave & 21 St,40.7628138,-73.9342862
6836.07,34 Ave & 13 St,40.7638753,-73.9364848
3230.01,Caton Ave & E 10 St,40.648481,-73.97058
5074.08,Woodward Ave & Harman St,40.70793,-73.91092
6869.06,Butler St & 27 Ave,40.76521,-73.86483
7340.06,Riverside Dr & W 78 St,40.78414472,-73.98362492
8278.05,Amsterdam Ave & W 175 St,40.844044,-73.933651
7891.06,Westchester Ave & E 156 St,40.817802,-73.905203
4325.03,Thomas S. Boyland St & Macon St,40.68491,-73.91493
6708.04,Broadway & W 48 St,40.76017739537783,-73.98486793041229
2377.01,4 Ave & 85 St,40.62354,-74.02817
3657.06,Sterling St & Nostrand Ave,40.66318,-73.95076
8057.02,Grand Concourse & E 164 St,40.829608,-73.921461
8387.03,Crotona Ave & E 183 St,40.85157,-73.88475
8559.04,9 Ave & W 204 St,40.86169883507865,-73.91855701804161
3379.03,5 Ave & 37 St,40.652657,-74.002356
6264.06,National St & 45 Ave,40.74582,-73.86433
5084.03,Division Ave & Marcy Ave,40.70708701,-73.95796783
7942.07,Broadway & W 138 St,40.82182,-73.95353
8458.03,Pinehurst Ave & W 187 St,40.855331,-73.937878
7522.02,1 Ave & E 110 St,40.7923272,-73.9383
4470.09,Lafayette Ave & Ft Greene Pl,40.68700231292619,-73.97664964199066
4096.08,Dean St & Rockaway Ave,40.67486,-73.91123
2957.08,Ave C & McDonald Ave,40.6403436,-73.9791522
6450.12,8 Ave & W 33 St,40.75156757136795,-73.99376901480953
3762.08,10 St & 7 Ave,40.6662078,-73.98199886
7662.13,Lexington Ave & E 127 St,40.805726,-73.936322
