log_duration,rideable_type,is_member,is_ebike,started_at,hour,is_weekend,is_rush_hour,month,is_holiday,origin_h3_r9,origin_h3_r8,origin_h3_r7,dest_h3_r9,dest_h3_r8,dest_h3_r7,od_pair_r9,od_pair_r8,od_encoded,euclidean_dist_m,manhattan_dist_m,dist_ratio,actual_temp,apparent_temp,precipitation_mm,is_raining,windspeed,snowfall,snow_depth,precip_last_3h,mins_since_rain
7.5986604481116915,electric_bike,True,True,2026-01-08 15:35:49.643,15,False,False,1,False,892a100d347ffff,882a100d35fffff,872a100d3ffffff,892a1072ccfffff,882a1072cdfffff,872a1072cffffff,892a100d347ffff_892a1072ccfffff,882a100d35fffff_882a1072cdfffff,972101.0,2015.9155633902824,2354.627077458021,0.8561506757013085,9.866666666666667,7.1000000000000005,0.0,False,6.1000000000000005,0.0,0.0,0.0,2900.0
5.771584415043924,classic_bike,True,False,2026-01-02 08:45:47.519,8,False,True,1,False,892a100d253ffff,882a100d25fffff,872a100d2ffffff,892a100d2c3ffff,882a100d2dfffff,872a100d2ffffff,892a100d253ffff_892a100d2c3ffff,882a100d25fffff_882a100d2dfffff,71794.0,795.5569459225691,1024.297185970263,0.7766856697638779,-6.466666666666666,-11.1,0.0,False,8.700000000000001,0.0,0.01,0.0,1440.0
7.099016755345563,electric_bike,True,True,2026-01-10 09:09:40.610,9,True,True,1,False,892a100de87ffff,882a100de9fffff,872a100deffffff,892a100d23bffff,882a100d21fffff,872a100d2ffffff,892a100de87ffff_892a100d23bffff,882a100de9fffff_882a100d21fffff,632202.0,4871.7465965979245,6883.660547307039,0.7077261528393934,4.466666666666667,1.2,0.0,False,9.666666666666666,0.0,0.0,0.0,720.0
7.002101357826813,electric_bike,True,True,2026-01-12 09:41:44.822,9,False,True,1,False,892a100de87ffff,882a100de9fffff,872a100deffffff,892a1072ccfffff,882a1072cdfffff,872a1072cffffff,892a100de87ffff_892a1072ccfffff,882a100de9fffff_882a1072cdfffff,490424.0,5527.444294535018,7233.742650921551,0.7641195659387804,-1.1,-5.766666666666667,0.0,False,10.966666666666669,0.0,0.0,0.0,1880.0
6.450505176674512,electric_bike,True,True,2026-01-05 18:37:53.342,18,False,True,1,False,892a100d273ffff,882a100d27fffff,872a100d2ffffff,892a100d2b3ffff,882a100d2bfffff,872a100d2ffffff,892a100d273ffff_892a100d2b3ffff,882a100d27fffff_882a100d2bfffff,999377.0,1735.1056655342472,2081.3037120773997,0.8336628890179589,-0.1666666666666666,-4.266666666666667,0.0,False,9.8,0.0,0.01,0.0,400.0
6.251624460701395,electric_bike,False,True,2026-01-10 03:18:13.501,3,True,False,1,False,892a100d253ffff,882a100d25fffff,872a100d2ffffff,892a100d2b3ffff,882a100d2bfffff,872a100d2ffffff,892a100d253ffff_892a100d2b3ffff,882a100d25fffff_882a100d2bfffff,771216.0,1957.2917141280773,2287.0653940340467,0.8558092476209012,8.6,6.566666666666666,0.0,False,9.8,0.0,0.0,0.0,360.0
7.832661589938368,electric_bike,False,True,2026-01-05 18:59:27.057,18,False,True,1,False,892a100d34fffff,882a100d35fffff,872a100d3ffffff,892a100d23bffff,882a100d21fffff,872a100d2ffffff,892a100d34fffff_892a100d23bffff,882a100d35fffff_882a100d21fffff,152180.0,1695.7493968149006,1831.6745604659857,0.9257918592173356,-0.1666666666666666,-4.266666666666667,0.0,False,9.8,0.0,0.01,0.0,400.0
6.556127576264918,electric_bike,False,True,2026-01-12 16:08:45.736,16,False,False,1,False,892a107281bffff,882a107281fffff,872a10728ffffff,892a1072807ffff,882a107281fffff,872a10728ffffff,892a107281bffff_892a1072807ffff,882a107281fffff_882a107281fffff,721751.0,622.0414053635183,870.9952272313186,0.7141731503407156,4.533333333333333,-0.5,0.0,False,15.1,0.0,0.0,0.0,2300.0
6.486630190952848,electric_bike,False,True,2026-01-05 01:40:02.172,1,False,False,1,False,892a100decfffff,882a100dedfffff,872a100deffffff,892a100d363ffff,882a100d37fffff,872a100d3ffffff,892a100decfffff_892a100d363ffff,882a100dedfffff_882a100d37fffff,298171.0,1879.4187475894491,2552.9079438213635,0.7361874336824732,-2.6333333333333333,-7.133333333333333,0.0,False,9.9,0.0,0.01,0.0,5340.0
5.611495387366167,electric_bike,True,True,2026-01-06 17:27:48.887,17,False,True,1,False,892a1072c83ffff,882a1072c9fffff,872a1072cffffff,892a1072c0fffff,882a1072c1fffff,872a1072cffffff,892a1072c83ffff_892a1072c0fffff,882a1072c9fffff_882a1072c1fffff,673774.0,1286.390589124137,1782.6658387170291,0.7216106132655475,2.766666666666667,-0.1999999999999999,0.0,False,6.033333333333334,0.0,0.0066666666666666,0.3999999999999999,580.0
